Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,7439557975569665288,2024-11-21T10:44:36,173,PH,85200,212,507,44800000,"The idea of going back to college in my 40s felt daunting, terrifying even. But knowing my family believes in me gives me the strength to face every challenge head-on. This journey has taught me that courage isn’t about being completely fearless—it’s about moving forward despite the fear, trusting that your purpose is greater than any obstacle in your path, and above all, remembering you are never truly alone. #GoForwardTogether@Globe Telecom ",True,Unnamed: 32,bogarttheexplorer,Bogart The Explorer,643800,105,9600000,434,255,False,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485682331265600789,2025-03-25T17:50:51,22,PK,13500,783,320,85100,Aurat Ki Kya Baat Hai♥️🫡😇 #khawar53 ,False,,khawarabbas53,KhawarAbbas53,1000000,551,84500000,2910,15800,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485052554682977544,2025-03-24T01:06:56,21,PK,21100,2746,652,125800,Share Your Love’s One🫵🏻♥️🥺 #khawar53 ,False,,khawarabbas53,KhawarAbbas53,1000000,551,84500000,2910,15800,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6958782240310430977,2021-05-05T20:29:10,19,PH,808000,6138,7601,5500000,"last na, kukulet niyoo na! #fypシ",False,,blutotanes,Blu,553600,68,15300000,507,7373,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7463332830144171282,2025-01-24T12:23:13,39,PH,807,12,16,9812,Dc:@Rasheed Magabo III 🔥🫡 #fypシ ,False,,blutotanes,Blu,553600,68,15300000,507,7373,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7473115537925541128,2025-02-19T21:05:05,34,PH,228,2,12,2779,Sino ba naman 😌#fypシ @Arthur Elf 0.0 🫡🔥,False,,blutotanes,Blu,553600,68,15300000,507,7373,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6955402945223544066,2021-04-26T17:55:48,17,PH,918100,6745,8994,7300000,as you guys requested! malakas kayo sakin eh ! try natin hihi miss you more! #fypシ,False,* Go! *;*panes may taga hype*;* t**g in* mo easy lang eh noh? *;happy ang negro,blutotanes,Blu,553600,68,15300000,507,7373,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7304895917985926405,2023-11-24T13:27:03,79,PH,247800,1330,684,12800000,Para sa mga mahilig sa sweet perfumes! 🥰 ito na ang para sa’yo🫶🏼 #sdfragrances #sugardollsph #sugardolls #sddollytok #sugardollsxkollab #fypシ ,True,,blutotanes,Blu,553600,68,15300000,507,7373,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482806307192376584,2025-03-17T23:50:14,20,PK,167,1,15,3330,Ohhyaartob hadd😐😐#viral #video #grow #account #foryou #foryoupage ,False,,wasee.007,❤️Waseem Suleman❤️,734100,85,19600000,4100,5503,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482462986641198343,2025-03-17T01:38:03,7,PK,476,25,26,27400,Manana bro♥️😂#viral #video #grow #account #foryou #foryoupage ,False,,wasee.007,❤️Waseem Suleman❤️,734100,85,19600000,4100,5503,False,,,,,,,,,,,,,,,,,,,,,,,,,
100,5503,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480478382715653384,2025-03-11T17:16:41,28,PK,100,0,20,2081,Adress : khan waseem tower shafee makrket ( Suleman fabrics) peshawar#viral #video #grow #account #foryou #foryoupage ,False,Eid collection,wasee.007,❤️Waseem Suleman❤️,734100,85,19600000,4100,5503,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7471960236744510738,2025-02-16T18:21:54,11,PK,20500,421,82,345500,was feeling a lil filmy lmao,False,,tehzeebf,tehzeeb🥰,1100000,42,18500000,973,8699,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484689807713651975,2025-03-23T01:39:14,6,PK,178200,19000,839,4200000,🥰,False,me on Eid this year because now i have a husband 😎,tehzeebf,tehzeeb🥰,1100000,42,18500000,973,8699,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7101690422581398810,2022-05-25T23:05:53,12,PK,235400,2883,1007,2800000,Still trending? 😂 #fyp #trendy #introvertsbelike,False,"When people ask me ""tum itna chup kyun rehti ho""",tehzeebf,tehzeeb🥰,1100000,42,18500000,973,8699,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7057182966321089819,2022-01-26T00:34:13,45,PK,134400,563,1573,1700000,Trying to be back on my acting skills 😔 #fyp #act #foryou,False,"I SLEPT WITH SOMEONE!;Yeah right, you're just trying to get me off this bus. ;Come on;Oh my God. ;You're not lying.;IF YOU LEAVE WE'RE FINISHED!;IF YOU LEAVE, WE'RE FINISHED!",tehzeebf,tehzeeb🥰,1100000,42,18500000,973,8699,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7232583916673191170,2023-05-13T16:39:34,13,TH,96100,429,403,702600,ดีใจกันหน่อยลูก…..  #evosesports #evosphoenix #evosth #evosroar ,False,,evosth,EVOS Thailand,860600,35,8800000,123,331,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7236253026573487362,2023-05-23T13:57:35,18,TH,58300,286,123,429100,โมชิและกระเป๋าของเขา  #evosth #evosesports #evosphoenix #freefire ,False,,evosth,EVOS Thailand,860600,35,8800000,123,331,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234789471873436930,2023-05-19T15:18:15,8,TH,79400,429,235,624200,ก็ไม่ได้เท่เท่าไหร่ #evosth #evos #evosesports ,False,,evosth,EVOS Thailand,860600,35,8800000,123,331,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7237433039637318913,2023-05-26T18:16:37,3,TH,5570,14,70,131600,รอเชียร์กันด้วยครับ Grand final FFSI 🔥 #evosth #evosesports #freefire #evosphoenix ,False,,evosth,EVOS Thailand,860600,35,8800000,123,331,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7236679270104452353,2023-05-24T17:31:39,60,TH,6109,14,38,98900,ใครอยากมาเจอนักแข่ง EVOS PHOENIX หรือเหล่านักแข่งทีมไทย อย่างใกล้ชิด 🥰 ก็ขอเชิญชวนน้อง ๆ แฟนคลับมาร่วมงาน Watch Party ในวันที่ 𝟐𝟖 พ.ค นี้ ที่ 𝐋𝐢𝐝𝐨 𝐂𝐨𝐧𝐧𝐞𝐜𝐭 ติดตามรายละเอียดที่เพจ : EVOS TH,False,,evosth,EVOS Thailand,860600,35,8800000,123,331,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6836547659587751169,2020-06-10T10:56:35,15,PH,259400,4224,390,3600000,Who wants a part 5? 🖤 #homephotoshoot #diywithme #edutokph #fyp #foryoupage #poses #pinoy#learnontiktok,False,"5 poses in 15 seconds
Part 4;1. “Sakit ulo”;2. “Please lang”;3. “Pa-kiss”;4. “Naglalaba”;5. “Habulin mo ko”",laureenmuy,Laureen Uy,857200,69,16100000,854,10100,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482304671982374152,2025-03-16T15:23:39,9,PH,261,2,2,16700,True story 😂,False,,laureenmuy,Laureen Uy,857200,69,16100000,854,10100,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482992237865962770,2025-03-18T11:51:45,7,PH,1532,358,20,54200,The power of friendship 💯🔋 @itscamilleco @Patricia Prieto #friendship #bestfriends #fyp ,False,,laureenmuy,Laureen Uy,857200,69,16100000,854,10100,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7076018162998824218,2022-03-17T18:44:24,12,PH,3800000,49200,22700,25700000,Patol si kuya eh 🤣🤣🤣,False,"Pano mag bill out 
yung mayaman?",laureenmuy,Laureen Uy,857200,69,16100000,854,10100,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320876541284535553,2024-01-06T15:00:08,6,SG,773200,12300,2095,6500000,It’s not a bag.. it’s a Birkin 💚🐊🤍 #hermes #hermesbirkin #hermesbag ,False,,willabelleofficial,Willabelle Ong,715900,76,15800000,732,2515,True,Singapore,Asia,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7326915813590502657,2024-01-22T21:35:34,7,SG,192100,2557,653,1700000,People collect art; people collect stamps.. but I collect clothes 🤗🩵 IG: willamazing #closet #closettour #hermes ,False,,willabelleofficial,Willabelle Ong,715900,76,15800000,732,2515,True,Singapore,Asia,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7263104864492834056,2023-08-03T22:36:24,6,SG,398300,19800,1407,5000000,"Welcome home, my cutest lil bag 🧚💚 New in: #HermesMiniKelly in Vert Comics #Hermes #hermeskelly ",False,,willabelleofficial,Willabelle Ong,715900,76,15800000,732,2515,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485306567756205313,2025-03-24T17:32:52,24,SG,329,9,6,42300,Guess who I’m auditioning for in The White Lotus? Spoiler alert: It’s not the Health Mentor. 😜 Season 3 is now streaming on Max! @Max Singapore #TheWhiteLotus #MaxAsia #MaxPartner,True,,willabelleofficial,Willabelle Ong,715900,76,15800000,732,2515,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484977097849490704,2025-03-23T20:14:09,56,SG,307,4,6,4863,"You had me at yellow?! 💛🤯 Vintage CHANEL unboxing pt. 2! To me, the beauty of a vintage CHANEL jacket isn’t just in its craftsmanship — it’s in the stories it carries, the lives it has lived, and the history woven into every stitch. Truly unmatched. ✨ #vintagechanel #chanel #unboxing ",False,,willabelleofficial,Willabelle Ong,715900,76,15800000,732,2515,True,Singapore,Asia,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480504077009341697,2025-03-11T18:56:42,58,PH,114,4,14,26100,Going that extra mile and creating great memories! Thanks to the help of Anlene Gold 5X #AgeStrongWithAnlene along with proper diet and exercise! #AnlenePH @Anlene Philippines ASC Ref. No. F0173N030525A,False,,melmartinez132,Mel Martinez,1200000,614,7400000,830,12500,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486322527556373767,2025-03-27T11:15:00,10,PH,277,3,17,2809,Dapat G ka agad ! 🤣 #melmartinez #goodvibes #straighttothepoint ,False,,melmartinez132,Mel Martinez,1200000,614,7400000,830,12500,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486076886108343560,2025-03-26T19:21:44,21,PH,106,0,5,886,"COMING THIS APRIL! Double the fun, twice the chaos! Get ready for laughs and surprises. Stay tuned for The Mel and Meryll Show! Follow THE MEL AND MERYLL SHOW on YouTube, Facebook, Instagram and TikTok. #TheMelAndMeryllShow",False,,melmartinez132,Mel Martinez,1200000,614,7400000,830,12500,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485206608612560136,2025-03-24T11:04:42,11,PH,355,71,21,5565,Na Amoy ko ! Hahahaha 🤣  #melmartinez #goodlaughs #laughtrip #goodvibes  ,False,,melmartinez132,Mel Martinez,1200000,614,7400000,830,12500,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485922715073924360,2025-03-26T09:23:32,100,PH,244,2,10,1297,Syempre adventure papuntang nami island !!! Winner !  #namiisland #melmartinez #melmartinezchannel #adventure #koreanfeels #wanderlust #bunsotravels #wonderfuljourney,False,,melmartinez132,Mel Martinez,1200000,614,7400000,830,12500,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486130738014817544,2025-03-26T22:50:42,10,PK,203,1,14,859,❤️  #vardahsheikh07 #MashaAllah #fyp #foryou #foryoupage ,False,,vardahsheikh07,VARDAH JAVAID SHEIKH,931700,3,7900000,3695,15400,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486132537199250706,2025-03-26T22:57:41,15,PK,218,1,18,800,#fyp #vardahsheikh07 ,False,,vardahsheikh07,VARDAH JAVAID SHEIKH,931700,3,7900000,3695,15400,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7439393649621798152,2024-11-21T00:06:55,19,PK,1730,4,20,13000,Unfreeze My tiktok account #unfreezemyacount #unfreeze #foryou #foryoupageofficiall @🦋vardah.11🦋 ,False,,vardahsheikh07,VARDAH JAVAID SHEIKH,931700,3,7900000,3695,15400,False,"Swat river, Swat valley","Swat, Malakand, Khyber Pakhtunkhwa, Pakistan",Malakand,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7292727580703083781,2023-10-22T18:27:39,13,PK,1529,3,48,11300,I feel more confident when iam with my dad ❤️ best dad ❤️ #foryoupageofficiall #foryoupage #vardahsheikh07 #tiktok ,False,,vardahsheikh07,VARDAH JAVAID SHEIKH,931700,3,7900000,3695,15400,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7483296022152744200,2025-03-19T07:30:39,15,MO,338,0,11,3376,Last duty bago day off 😁 happy 2months in 🇲🇴,False,,arjhaygabriel,Arjhay Gabriel,760200,1150,9500000,2000,22300,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7483743016671333639,2025-03-20T12:25:09,10,MO,378,0,7,4802,Day off,False,,arjhaygabriel,Arjhay Gabriel,760200,1150,9500000,2000,22300,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920916023008906498,2021-01-23T19:28:54,13,PH,163900,866,1281,3900000,sm city cabanatuan thanks kapatid hahaha,False,,arjhaygabriel,Arjhay Gabriel,760200,1150,9500000,2000,22300,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480392383604051218,2025-03-11T11:42:59,18,MO,903,4,20,11900,Break time! Haha,False,,arjhaygabriel,Arjhay Gabriel,760200,1150,9500000,2000,22300,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900743243571465474,2020-11-30T10:48:15,30,PH,376200,1865,3666,5100000,hahaha supportive talaga lola ko ❤️🤗,False,,arjhaygabriel,Arjhay Gabriel,760200,1150,9500000,2000,22300,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486123848874593554,2025-03-26T22:23:59,14,AE,60,0,2,232,#foryoupage #foryou #crew07 😝,False,,soniaiqbal9,sonia Iqbal,711600,73,8900000,730,8403,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7485733119052500232,2025-03-25T21:07:44,10,AE,95,0,7,505,#foryoupage #foryou #crew07 🙄,False,,soniaiqbal9,sonia Iqbal,711600,73,8900000,730,8403,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486122524560887058,2025-03-26T22:18:49,10,AE,44,4,4,182,#foryoupage #foryou #crew07 😜,False,,soniaiqbal9,sonia Iqbal,711600,73,8900000,730,8403,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486079427152022802,2025-03-26T19:31:35,9,AE,64,1,4,290,#foryoupage #foryou #crew07 😂,False,,soniaiqbal9,sonia Iqbal,711600,73,8900000,730,8403,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486122678273723666,2025-03-26T22:19:26,12,AE,66,0,6,246,#foryoupage #foryou #crew07 🙌👍,False,,soniaiqbal9,sonia Iqbal,711600,73,8900000,730,8403,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7472702966630272263,2025-02-18T18:24:07,18,PK,212,1,60,1201,#abubakarjan ,False,,gulsherjani,Gulsher Jani,822500,224,12900000,1584,56800,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7451123011706539271,2024-12-22T14:42:52,23,PK,1662,9,158,11500,#abubakarjan #foryoupage #Sindhi #viral ,False,,gulsherjani,Gulsher Jani,822500,224,12900000,1584,56800,False,Umerkot The City of Love,"Umarkot, Umerkot, Sindh, Pakistan",Mirpur Khas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7445881410264534290,2024-12-08T11:42:45,17,PK,372,6,74,2379,#abubakarjan #foryoupage #sindhiculturday #Sindhi  ,False,,gulsherjani,Gulsher Jani,822500,224,12900000,1584,56800,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217370186050030853,2023-04-02T16:42:32,16,PK,655600,15100,3505,6900000,❤️#foryoupage #viral @Abubakarjan #fyf #foryou #abubakarjan #sindhi ,False,,gulsherjani,Gulsher Jani,822500,224,12900000,1584,56800,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7465296246958279944,2025-01-29T19:22:17,88,PH,1974,56,67,41700,Lakas maka princess 😍 #corset #fyp ,False,,jeyritzmaylabs,Jeyritz May Labadia,712800,964,3100000,627,3685,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486344791219817746,2025-03-27T12:41:21,8,PH,94,0,3,581,,False,,jeyritzmaylabs,Jeyritz May Labadia,712800,964,3100000,627,3685,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7467228268383587591,2025-02-04T00:19:32,8,PH,1979,39,64,35100,12am things. Waist trainer sa yellow basket 😉,False,,jeyritzmaylabs,Jeyritz May Labadia,712800,964,3100000,627,3685,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486412286731521288,2025-03-27T17:03:15,15,PH,70,0,1,354,,False,,jeyritzmaylabs,Jeyritz May Labadia,712800,964,3100000,627,3685,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260766229579779334,2023-07-28T15:21:18,75,PH,727,8,19,39000,HUUUYY KALAMI BAAA 😍😋😋 PABUDOL NA KAYO HABANG MERON PA!! 😍😍 #fyp ,False,,jeyritzmaylabs,Jeyritz May Labadia,712800,964,3100000,627,3685,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7476020810503818514,2025-02-27T16:59:02,39,PK,34800,605,416,840800,Full video on my YouTube “Haris Awan “ #pranks #harisawan ,False,,theharisawan,Haris Awan,732100,2,13400000,349,517,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480467588711976210,2025-03-11T16:34:52,36,PK,20100,184,208,419700,Ap yahan py? 😄 Full video on my youtube. #harisawan #pranks ,False,,theharisawan,Haris Awan,732100,2,13400000,349,517,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7470509022827777287,2025-02-12T20:30:27,34,PK,443400,14400,5598,10400000,Pickup line Gone Wrong 😂 #pranks #harisawan ,False,,theharisawan,Haris Awan,732100,2,13400000,349,517,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7402266181895228690,2024-08-12T22:53:23,21,PK,303700,12900,3968,5900000,New Video is up on my youtube. Dont forget to watch 💯 #harisawan #pranks ,False,,theharisawan,Haris Awan,732100,2,13400000,349,517,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7443715077871537415,2024-12-02T15:36:16,48,PK,536000,17000,7931,9300000,New Lame jokes prank on my youtube.  #harisawan #pranks ,False,,theharisawan,Haris Awan,732100,2,13400000,349,517,True,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480857563999866130,2025-03-12T17:48:07,33,PK,380,5,16,5537,This Part-1 Guys Part-2 will only understand the video seen in my Acc #717 #foryoupage #foryou #1millionaudition ,False,,zahid717,zahid717,1000000,23,18300000,1947,6246,False,Lahore,"Punjab, Pakistan",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482433086811180295,2025-03-16T23:41:55,12,PK,138,5,17,1273,Inshallah❤️🕋 #717 #foryou #foryoupage #1millionaudition @sheraz_717 ,False,,zahid717,zahid717,1000000,23,18300000,1947,6246,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7482760708090793234,2025-03-17T20:53:15,34,PK,523,40,42,4846,baat karna Chhoda Hai Sath Dena nahi #717 #foryou #foryoupage #1millionaudition @sheraz_717 ,False,,zahid717,zahid717,1000000,23,18300000,1947,6246,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7483130342845451528,2025-03-18T20:47:38,15,PK,204,20,14,1921,Do not do anything without thinking #717 #foryou #foryoupage #1millionaudition @sheraz_717 ,False,,zahid717,zahid717,1000000,23,18300000,1947,6246,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7481689680237432082,2025-03-14T23:37:10,37,PK,425,4,26,5241,ek lakh to kya 10 lakh bhi Dega Roja Nahin todega #717 #foryoupage #foryou #1millionaudition ,False,,zahid717,zahid717,1000000,23,18300000,1947,6246,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7448175066786958600,2024-12-14T16:03:20,33,PK,54000,135,231,428300,Rajab family ko Arena Gold ki taraf se Umrah Package 🕋❤️@rajabbutt.555 @ArenaGold #maliktayab91 ,False,,maliktayab91,Malik Tayyab,642900,21,23300000,2346,11100,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7449707274420915474,2024-12-18T19:09:04,12,PK,15700,16,59,189900,❤️@Ali Fayyaz @Umer Butt #maliktayab91 ,False,,maliktayab91,Malik Tayyab,642900,21,23300000,2346,11100,False,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7447968274903584007,2024-12-14T02:40:54,24,PK,49700,633,195,711200,Walima Rajab bhai k🥰❤️@Rajab Butt 👑 #maliktayab91 ,False,,maliktayab91,Malik Tayyab,642900,21,23300000,2346,11100,False,,,,,,,,,,,,,,,,,,,,,,,,,
